Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
022um-Control_S36_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	1.9999999999999998	2.6666666666666665	0.6666666666666666	1.3333333333333333	4.333333333333333	21.333333333333325	1275.6666666666558	2652.3333333334217	285.00000000000125	74.66666666666669	43.00000000000003	12.666666666666671	3.666666666666667	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
022um-Control_S36_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.6666666666666666	4.0	4.333333333333333	1.9999999999999998	10.0	21.666666666666657	65.33333333333348	296.0000000000006	2557.000000000045	474.66666666665714	100.99999999999964	35.66666666666664	15.000000000000009	5.999999999999998	3.0	3.0	1.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABB1F_S31_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.666666666666667	14.666666666666675	55.666666666666785	53.0000000000001	68.66666666666677	41.666666666666686	40.00000000000001	66.00000000000014	67.66666666666679	84.66666666666654	108.99999999999953	100.99999999999964	168.0000000000004	365.33333333333	248.66666666666936	361.33333333333024	459.9999999999913	148.33333333333317	68.00000000000011	32.333333333333286	15.333333333333343	4.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABB1F_S31_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	3.3333333333333335	4.0	7.9999999999999964	40.33333333333334	78.66666666666663	75.66666666666667	52.00000000000009	52.666666666666764	28.3333333333333	21.333333333333325	58.000000000000135	62.666666666666835	75.66666666666667	100.99999999999964	204.00000000000142	389.33333333332865	277.66666666666833	212.333333333335	374.3333333333295	187.66666666666762	113.66666666666613	55.666666666666785	20.999999999999993	22.33333333333332	3.666666666666667	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABB1P_S28_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	1.9999999999999998	0.6666666666666666	0.0	0.0	0.6666666666666666	0.0	2.333333333333333	4.0	2.6666666666666665	1.0	1.6666666666666665	0.6666666666666666	0.6666666666666666	1.6666666666666665	15.333333333333343	56.66666666666679	56.66666666666679	53.0000000000001	95.33333333333306	117.66666666666607	111.66666666666616	95.66666666666639	117.33333333333275	103.9999999999996	104.33333333333293	163.3333333333336	296.0000000000006	224.66666666666868	325.9999999999989	347.99999999999767	112.33333333333282	59.33333333333348	34.99999999999997	14.666666666666675	4.0	1.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABB1P_S28_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6666666666666665	1.6666666666666665	0.3333333333333333	0.3333333333333333	1.0	1.3333333333333333	2.6666666666666665	3.666666666666667	2.6666666666666665	1.0	0.6666666666666666	1.0	1.3333333333333333	1.3333333333333333	1.9999999999999998	12.333333333333337	43.333333333333364	115.6666666666661	144.6666666666664	95.33333333333306	80.99999999999993	43.6666666666667	33.66666666666663	64.00000000000017	70.66666666666674	100.66666666666632	114.66666666666612	195.66666666666785	303.66666666666686	227.00000000000207	208.33333333333488	310.33333333333314	142.66666666666634	85.99999999999986	36.333333333333314	21.666666666666657	21.666666666666657	6.333333333333331	1.0	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABB1W_S58_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333	0.6666666666666666	1.3333333333333333	3.3333333333333335	2.6666666666666665	1.6666666666666665	0.6666666666666666	1.3333333333333333	1.6666666666666665	28.666666666666632	112.33333333333282	101.99999999999963	103.33333333333294	98.99999999999967	109.33333333333286	118.66666666666606	110.9999999999995	128.9999999999993	149.3333333333332	128.9999999999993	238.0000000000024	471.9999999999906	340.99999999999807	513.3333333333218	651.0000000000041	220.33333333333522	103.33333333333294	69.0000000000001	21.333333333333325	4.333333333333333	1.0	0.0	0.3333333333333333	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABB1W_S58_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	2.6666666666666665	3.666666666666667	1.9999999999999998	2.333333333333333	1.0	0.6666666666666666	1.0	3.666666666666667	22.33333333333332	83.33333333333323	163.3333333333336	160.66666666666686	93.66666666666642	100.66666666666632	56.00000000000012	37.66666666666666	82.33333333333324	96.9999999999997	122.33333333333267	153.33333333333331	301.00000000000034	484.66666666665657	352.9999999999974	340.99999999999807	537.9999999999912	251.3333333333361	158.6666666666668	77.66666666666664	28.666666666666632	45.00000000000004	9.333333333333332	3.0	1.6666666666666665	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABS1F_S45_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	1.6666666666666665	16.00000000000001	71.66666666666673	72.33333333333339	64.3333333333335	50.00000000000008	51.33333333333342	75.00000000000001	65.33333333333348	82.66666666666657	79.33333333333329	82.66666666666657	168.33333333333374	338.33333333333155	235.0000000000023	352.9999999999974	422.6666666666601	160.3333333333335	79.33333333333329	45.666666666666714	13.33333333333334	3.3333333333333335	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
