Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
022um-Control_S36_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00760745530619994	0.00760745530619994	0.0	0.0	0.0	0.00760745530619994	0.0	0.0	0.0	0.00760745530619994	0.00760745530619994	0.04564473183719963	0.06085964244959952	0.01521491061239988	0.03042982122479976	0.0988969189805992	0.48687713959679596	29.113731456826926	60.53252187143494	6.504374286800978	1.7040699885887869	0.9813617344997928	0.2890833016355978	0.08368200836819935	0.00760745530619994	0.00760745530619994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
022um-Control_S36_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009252405625462527	0.009252405625462527	0.0	0.0	0.0	0.009252405625462527	0.009252405625462527	0.018504811250925055	0.11102886750555033	0.12028127313101288	0.055514433752775164	0.27757216876387586	0.6014063656550641	1.8134715025906598	8.216136195410742	70.9752035529243	13.175425610658376	2.8034789045151363	0.9900074019244899	0.41635825314581404	0.16654330125832545	0.08327165062916277	0.08327165062916277	0.03700962250185011	0.009252405625462527	0.0	0.0	0.0	0.0	0.009252405625462527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABB1F_S31_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012923235978289023	0.03876970793486707	0.012923235978289023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14215559576117928	0.5686223830447173	2.158180408374272	2.0547945205479587	2.662186611527543	1.6154044972861288	1.5507883173946833	2.558800723701232	2.623416903592677	3.2825019384854075	4.225898164900492	3.9157405014215607	6.513310933057684	14.163866632204641	9.640734039803716	14.008787800465184	17.834065650038518	5.750840010338609	2.6363401395709656	1.2535538898940335	0.5944688550012954	0.1550788317394683	0.025846471956578045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABB1F_S31_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03956739646531263	0.026378264310208423	0.0	0.0	0.0	0.0	0.0	0.0	0.13189132155104213	0.15826958586125053	0.31653917172250096	1.5958849907676103	3.112635188604593	2.9939329992086563	2.0575046161962605	2.083882880506469	1.1210762331838569	0.8441044579266692	2.2949089949881385	2.479556845159599	2.9939329992086563	3.996307042996562	8.071748878923835	15.404906357161535	10.986547085201876	8.401477182801449	14.811395410181879	7.42548140332371	4.497494064890515	2.2025850699024083	0.830915325771565	0.8836718543919817	0.14508045370614633	0.013189132155104212	0.026378264310208423	0.026378264310208423	0.026378264310208423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABB1P_S28_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013166556945358806	0.07899934167215283	0.026333113890717613	0.0	0.0	0.026333113890717613	0.0	0.09216589861751164	0.15799868334430567	0.10533245556287045	0.03949967083607642	0.06583278472679403	0.026333113890717613	0.026333113890717613	0.06583278472679403	0.6056616194865054	2.238314680711002	2.238314680711002	2.0934825543120543	3.7656352863726075	4.6477946017116345	4.41079657669518	3.7788018433179666	4.634628044766276	4.107965766951932	4.121132323897291	6.451612903225826	11.691902567478644	8.874259381171914	12.87689269256087	13.745885450954502	4.4371296905858975	2.3436471362738733	1.3824884792626735	0.5793285055957877	0.15799868334430567	0.052666227781435225	0.013166556945358806	0.013166556945358806	0.013166556945358806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABB1P_S28_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06656017039403614	0.06656017039403614	0.013312034078807227	0.013312034078807227	0.03993610223642168	0.05324813631522891	0.10649627263045781	0.14643237486687952	0.10649627263045781	0.03993610223642168	0.026624068157614453	0.03993610223642168	0.05324813631522891	0.05324813631522891	0.07987220447284335	0.4925452609158676	1.7305644302449408	4.619275825346085	5.777422790202326	3.807241746538856	3.234824281150153	1.7438764643237479	1.3445154419595284	2.5559105431309943	2.8221512247071354	4.020234291799769	4.579339723109664	7.814164004259889	12.127263045793391	9.065495207667805	8.320021299254579	12.39350372736952	5.697550585729481	3.434504792332259	1.451011714589987	0.8652822151224694	0.8652822151224694	0.25292864749733723	0.03993610223642168	0.026624068157614453	0.013312034078807227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABB1W_S58_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017350568231109656	0.017350568231109656	0.0	0.0	0.0	0.008675284115554828	0.017350568231109656	0.03470113646221931	0.08675284115554828	0.06940227292443862	0.04337642057777414	0.017350568231109656	0.03470113646221931	0.04337642057777414	0.7460744339377143	2.9235707469419636	2.6546369393597677	2.6893380758219867	2.5765593823197754	2.8454931899019713	3.088401145137503	2.8888696104797447	3.3573349527197003	3.8865272837685594	3.3573349527197003	6.194152858506209	12.284202307625392	8.87481565021254	13.359937537954133	16.942829877678687	5.73436280038179	2.6893380758219867	1.795783811919852	0.5552181833955088	0.11277869350221276	0.026025852346664484	0.0	0.008675284115554828	0.017350568231109656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABB1W_S58_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017605633802817	0.017605633802817	0.0	0.0	0.0	0.0088028169014085	0.0088028169014085	0.070422535211268	0.09683098591549351	0.052816901408451	0.061619718309859496	0.0264084507042255	0.017605633802817	0.0264084507042255	0.09683098591549351	0.5897887323943692	2.2007042253521227	4.313380281690173	4.242957746478902	2.473591549295782	2.658450704225358	1.4788732394366313	0.9947183098591603	2.1742957746478973	2.5616197183098657	3.230633802816903	4.049295774647909	7.948943661971885	12.799295774647693	9.322183098591532	9.005281690140846	14.20774647887309	6.637323943662082	4.19014084507045	2.05105633802818	0.7570422535211302	1.1883802816901488	0.24647887323943798	0.0792253521126765	0.0440140845070425	0.0264084507042255	0.0264084507042255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABS1F_S45_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013147515119642426	0.013147515119642426	0.026295030239284853	0.013147515119642426	0.013147515119642426	0.013147515119642426	0.06573757559821213	0.6310807257428369	2.826715750723124	2.8530107809624083	2.5374704180909946	1.972127267946367	2.024717328424937	2.9581909019195463	2.5769129634499217	3.2605837496713184	3.129108598474896	3.2605837496713184	6.639495135419442	13.344727846436994	9.268998159348001	13.923218511701227	16.671049171706336	6.3239547725480145	3.129108598474896	1.8012095713910146	0.5259006047856973	0.13147515119642428	0.026295030239284853	0.0	0.0	0.0	0.013147515119642426	0.013147515119642426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20210602-MA-ABS1F_S45_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263608804534071	0.03954132068011065	0.0263608804534071	0.01318044022670355	0.0263608804534071	0.01318044022670355	0.0263608804534071	0.11862396204033196	0.6458415711084744	1.8979833926453138	3.4796362198497306	3.08422301304863	2.0166073546856467	2.3988401212600525	1.1466982997232076	1.0544352181362828	2.1879530776327942	2.767892447607749	2.7547120073810456	3.4532753393963236	7.842361934888663	13.54949255305117	10.63661526294985	9.318571240279502	12.995914063529652	8.00052721760911	5.140371688414358	2.583366284433902	1.0412547779095793	1.2916831422169461	0.31633056544088506	0.07908264136022129	0.0	0.01318044022670355	0.01318044022670355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
